id,year,budget_type,revenue,expenditure,budget_balance,revenue_category,expenditure_category,region,agency,budget_planned,budget_executed,execution_rate,program_code,program_name,subProgram_code,subProgram_name,amount
321,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,экономические вопросы,республиканский уровень,Министерство национальной экономики РК,1200000000000,0,0.0,8,Развитие экономики,008-1,Поддержка предпринимательства,840000000000
322,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,сельское хозяйство,республиканский уровень,Министерство сельского хозяйства РК,950000000000,0,0.0,11,Развитие АПК,011-1,Субсидирование АПК,665000000000
323,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,цифровизация,республиканский уровень,Министерство цифрового развития РК,850000000000,0,0.0,13,Цифровой Казахстан,013-1,Цифровая инфраструктура,595000000000
324,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,наука,республиканский уровень,Министерство науки и высшего образования РК,720000000000,0,0.0,14,Развитие науки,014-1,Фундаментальные исследования,504000000000
325,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,энергетика,республиканский уровень,Министерство энергетики РК,680000000000,0,0.0,12,Развитие энергетики,012-1,Альтернативная энергетика,476000000000
326,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,культура и спорт,республиканский уровень,Министерство культуры и спорта РК,420000000000,0,0.0,10,Развитие культуры и спорта,010-1,Культурное наследие,294000000000
327,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,охрана окружающей среды,республиканский уровень,Министерство экологии и природных ресурсов РК,380000000000,0,0.0,9,Охрана окружающей среды,009-1,Экологический мониторинг,266000000000
328,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,чрезвычайные ситуации,республиканский уровень,Министерство по чрезвычайным ситуациям РК,350000000000,0,0.0,20,Гражданская защита,020-1,Предупреждение и ликвидация ЧС,245000000000
329,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,информация и связь,республиканский уровень,Министерство информации и общественного развития РК,280000000000,0,0.0,19,Развитие информационного пространства,019-1,Государственная информационная политика,196000000000
330,2025,местный,9500000000000,9750000000000.0,-250000000000.0,налоги,образование,Алматы,Акимат г. Алматы,1200000000000,0,0.0,1,Развитие образования,001-1,Дошкольное и среднее образование,600000000000
331,2025,местный,6800000000000,6950000000000.0,-150000000000.0,налоги,транспорт,Астана,Акимат г. Астана,950000000000,0,0.0,5,Развитие транспортной инфраструктуры,005-1,Дорожное строительство,665000000000
332,2025,местный,4200000000000,4320000000000.0,-120000000000.0,налоги,здравоохранение,Шымкент,Акимат г. Шымкент,580000000000,0,0.0,2,Развитие здравоохранения,002-1,Первичная медико-санитарная помощь,290000000000
333,2025,местный,3500000000000,3580000000000.0,-80000000000.0,неналоговые,социальная помощь,Карагандинская область,Акимат Карагандинской области,480000000000,0,0.0,3,Социальная поддержка населения,003-1,Адресная социальная помощь,240000000000
334,2025,местный,3200000000000,3260000000000.0,-60000000000.0,налоги,жилищно-коммунальное хозяйство,Восточно-Казахстанская область,Акимат ВКО,420000000000,0,0.0,7,Развитие ЖКХ,007-1,Водоснабжение и водоотведение,210000000000
335,2025,местный,2800000000000,2850000000000.0,-50000000000.0,налоги,образование,Западно-Казахстанская область,Акимат ЗКО,360000000000,0,0.0,1,Развитие образования,001-2,Высшее образование,180000000000
336,2025,местный,2600000000000,2640000000000.0,-40000000000.0,неналоговые,транспорт,Южно-Казахстанская область,Акимат ЮКО,320000000000,0,0.0,5,Развитие транспортной инфраструктуры,005-2,Общественный транспорт,160000000000
337,2025,местный,2400000000000,2430000000000.0,-30000000000.0,налоги,здравоохранение,Северо-Казахстанская область,Акимат СКО,280000000000,0,0.0,2,Развитие здравоохранения,002-2,Специализированная медицинская помощь,140000000000
338,2025,местный,2200000000000,2220000000000.0,-20000000000.0,налоги,социальная помощь,Актюбинская область,Акимат Актюбинской области,250000000000,0,0.0,3,Социальная поддержка населения,003-2,Социальные пособия,125000000000
339,2025,местный,2000000000000,2010000000000.0,-10000000000.0,неналоговые,жилищно-коммунальное хозяйство,Костанайская область,Акимат Костанайской области,220000000000,0,0.0,7,Развитие ЖКХ,007-2,Теплоснабжение,110000000000
340,2025,местный,1900000000000,1905000000000.0,-5000000000.0,налоги,образование,Павлодарская область,Акимат Павлодарской области,200000000000,0,0.0,1,Развитие образования,001-3,Техническое и профессиональное образование,100000000000
341,2025,местный,1800000000000,1802000000000.0,-2000000000.0,налоги,транспорт,Кызылординская область,Акимат Кызылординской области,180000000000,0,0.0,5,Развитие транспортной инфраструктуры,005-3,Железнодорожный транспорт,90000000000
342,2025,местный,1700000000000,1701000000000.0,-1000000000.0,неналоговые,здравоохранение,Мангистауская область,Акимат Мангистауской области,160000000000,0,0.0,2,Развитие здравоохранения,002-3,Реабилитационная помощь,80000000000
343,2025,местный,1600000000000,1600500000000.0,-500000000.0,налоги,социальная помощь,Атырауская область,Акимат Атырауской области,150000000000,0,0.0,3,Социальная поддержка населения,003-3,Социальные услуги,75000000000
344,2025,местный,1500000000000,1500200000000.0,-200000000.0,налоги,жилищно-коммунальное хозяйство,Жамбылская область,Акимат Жамбылской области,140000000000,0,0.0,7,Развитие ЖКХ,007-3,Газоснабжение,70000000000
345,2025,местный,1400000000000,1400100000000.0,-100000000.0,неналоговые,образование,Акмолинская область,Акимат Акмолинской области,130000000000,0,0.0,1,Развитие образования,001-4,Дополнительное образование,65000000000
346,2025,местный,1300000000000,1300050000000.0,-50000000.0,налоги,транспорт,Туркестанская область,Акимат Туркестанской области,120000000000,0,0.0,5,Развитие транспортной инфраструктуры,005-4,Авиационный транспорт,60000000000
347,2025,местный,1200000000000,1200020000000.0,-20000000.0,налоги,здравоохранение,Улытау,Акимат области Улытау,110000000000,0,0.0,2,Развитие здравоохранения,002-4,Скорая медицинская помощь,55000000000
348,2025,местный,1100000000000,1100010000000.0,-10000000.0,неналоговые,социальная помощь,Абай,Акимат области Абай,100000000000,0,0.0,3,Социальная поддержка населения,003-4,Реабилитация инвалидов,50000000000
349,2025,местный,1000000000000,1000005000000.0,-5000000.0,налоги,жилищно-коммунальное хозяйство,Жетісу,Акимат области Жетісу,90000000000,0,0.0,7,Развитие ЖКХ,007-4,Благоустройство,45000000000
350,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,государственный долг,республиканский уровень,Министерство финансов РК,1650000000000,0,0.0,24,Управление государственным долгом,024-1,Обслуживание государственного долга,1155000000000
351,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,иностранные дела,республиканский уровень,Министерство иностранных дел РК,220000000000,0,0.0,21,Внешняя политика,021-1,Дипломатическая деятельность,154000000000
352,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,туризм,республиканский уровень,Министерство культуры и спорта РК,320000000000,0,0.0,25,Развитие туризма,025-1,Туристская инфраструктура,224000000000
353,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,региональное развитие,республиканский уровень,Министерство национальной экономики РК,980000000000,0,0.0,23,Региональное развитие,023-1,Поддержка регионов,686000000000
354,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,жилищная политика,республиканский уровень,Министерство индустрии и инфраструктурного развития РК,1250000000000,0,0.0,22,Жилищная политика,022-1,Доступное жилье,875000000000
355,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,молодежная политика,республиканский уровень,Министерство культуры и спорта РК,180000000000,0,0.0,27,Государственная молодежная политика,027-1,Поддержка молодежных инициатив,126000000000
356,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,индустрия,республиканский уровень,Министерство индустрии и инфраструктурного развития РК,1450000000000,0,0.0,16,Индустриальное развитие,016-1,Развитие обрабатывающей промышленности,1015000000000
357,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,трудовые отношения,республиканский уровень,Министерство труда и социальной защиты населения РК,650000000000,0,0.0,17,Содействие занятости,017-1,Активные меры содействия занятости,455000000000
358,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,торговля и услуги,республиканский уровень,Министерство торговли и интеграции РК,280000000000,0,0.0,15,Развитие торговли,015-1,Поддержка экспорта,196000000000
359,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,ветеранские вопросы,республиканский уровень,Министерство обороны РК,420000000000,0,0.0,26,Социальная поддержка военнослужащих,026-1,Социальные гарантии военнослужащих,294000000000
360,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,таможенная служба,республиканский уровень,Министерство финансов РК,320000000000,0,0.0,38,Таможенное администрирование,038-1,Таможенный контроль,224000000000
361,2026,республиканский,23800000000000,27200000000000.0,-3400000000000.0,налоги,образование,республиканский уровень,Министерство просвещения РК,3850000000000,0,0.0,1,Развитие образования,001-1,Дошкольное и среднее образование,1925000000000
362,2026,республиканский,23800000000000,27200000000000.0,-3400000000000.0,налоги,здравоохранение,республиканский уровень,Министерство здравоохранения РК,3500000000000,0,0.0,2,Развитие здравоохранения,002-1,Первичная медико-санитарная помощь,1750000000000
363,2026,республиканский,23800000000000,27200000000000.0,-3400000000000.0,неналоговые,социальная помощь,республиканский уровень,Министерство труда и социальной защиты населения РК,3200000000000,0,0.0,3,Социальная поддержка населения,003-1,Адресная социальная помощь,1600000000000
364,2026,республиканский,23800000000000,27200000000000.0,-3400000000000.0,налоги,оборона,республиканский уровень,Министерство обороны РК,2650000000000,0,0.0,4,Обеспечение обороноспособности,004-1,Содержание вооруженных сил,1855000000000
365,2026,республиканский,23800000000000,27200000000000.0,-3400000000000.0,налоги,транспорт,республиканский уровень,Министерство индустрии и инфраструктурного развития РК,2200000000000,0,0.0,5,Развитие транспортной инфраструктуры,005-1,Дорожное строительство,1540000000000
366,2027,республиканский,25600000000000,28800000000000.0,-3200000000000.0,налоги,образование,республиканский уровень,Министерство просвещения РК,4200000000000,0,0.0,1,Развитие образования,001-1,Дошкольное и среднее образование,2100000000000
367,2027,республиканский,25600000000000,28800000000000.0,-3200000000000.0,налоги,здравоохранение,республиканский уровень,Министерство здравоохранения РК,3800000000000,0,0.0,2,Развитие здравоохранения,002-1,Первичная медико-санитарная помощь,1900000000000
368,2027,республиканский,25600000000000,28800000000000.0,-3200000000000.0,неналоговые,социальная помощь,республиканский уровень,Министерство труда и социальной защиты населения РК,3500000000000,0,0.0,3,Социальная поддержка населения,003-1,Адресная социальная помощь,1750000000000
369,2027,республиканский,25600000000000,28800000000000.0,-3200000000000.0,налоги,оборона,республиканский уровень,Министерство обороны РК,2850000000000,0,0.0,4,Обеспечение обороноспособности,004-1,Содержание вооруженных сил,1995000000000
370,2027,республиканский,25600000000000,28800000000000.0,-3200000000000.0,налоги,транспорт,республиканский уровень,Министерство индустрии и инфраструктурного развития РК,2450000000000,0,0.0,5,Развитие транспортной инфраструктуры,005-1,Дорожное строительство,1715000000000
371,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,государственная служба,республиканский уровень,Агентство по делам государственной службы РК,150000000000,0,0.0,41,Развитие государственной службы,041-1,Профессиональное развитие государственных служащих,105000000000
372,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,антикоррупционная служба,республиканский уровень,Агентство по противодействию коррупции РК,95000000000,0,0.0,40,Противодействие коррупции,040-1,Антикоррупционная политика,66500000000
373,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,финансовый мониторинг,республиканский уровень,Комитет финансового мониторинга МФ РК,75000000000,0,0.0,39,Финансовый мониторинг,039-1,Противодействие отмыванию доходов,52500000000
374,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,космическая деятельность,республиканский уровень,Казкосмос МЦР РК,85000000000,0,0.0,47,Космическая деятельность,047-1,Космические программы,59500000000
375,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,контрольно-надзорная деятельность,республиканский уровень,Комитет индустриального развития и промышленной безопасности МИиИР РК,120000000000,0,0.0,42,Промышленная безопасность,042-1,Технический надзор,84000000000
376,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,земельные отношения,республиканский уровень,Комитет по управлению земельными ресурсами МСХ РК,180000000000,0,0.0,43,Управление земельными ресурсами,043-1,Земельный кадастр,126000000000
377,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,налоги,ветеринария,республиканский уровень,Комитет ветеринарного контроля и надзора МСХ РК,140000000000,0,0.0,44,Ветеринарная безопасность,044-1,Ветеринарно-санитарные мероприятия,98000000000
378,2025,республиканский,21700000000000,25800000000000.0,-4100000000000.0,неналоговые,атомная энергия,республиканский уровень,Комитет атомного и энергетического надзора и контроля МЭ РК,110000000000,0,0.0,45,Атомный надзор,045-1,Радиационная безопасность,77000000000
379,2024,республиканский,8750000000,8200000000.0,550000000.0,налоги,образование,Алматинская область,Министерство образования и науки РК,8500000000,8200000000,96.5,1,Дошкольное воспитание и обучение,001-1,Программа Balapan,2100000000
380,2024,местный,4250000000,4100000000.0,150000000.0,неналоговые,здравоохранение,город Алматы,Министерство здравоохранения РК,4200000000,4100000000,97.6,2,Первичная медико-санитарная помощь,002-1,Поликлиническая помощь,1850000000
381,2025,республиканский,12300000000,11800000000.0,500000000.0,налоги,инфраструктура,Западно-Казахстанская область,Министерство индустрии и инфраструктурного развития РК,12000000000,11800000000,98.3,3,Развитие транспортной инфраструктуры,003-1,Строительство автодорог,5900000000
382,2024,местный,3800000000,3650000000.0,150000000.0,налоги,социальная защита,Карагандинская область,Министерство труда и социальной защиты населения РК,3700000000,3650000000,98.6,4,Социальная поддержка населения,004-1,Адресная социальная помощь,1825000000
383,2025,республиканский,15600000000,15100000000.0,500000000.0,неналоговые,образование,город Нур-Султан,Министерство образования и науки РК,15200000000,15100000000,99.3,5,Среднее образование,005-1,Общеобразовательные школы,7550000000
384,2024,местный,2950000000,2850000000.0,100000000.0,налоги,культура,Актюбинская область,Министерство культуры и спорта РК,2900000000,2850000000,98.3,6,Развитие культуры,006-1,Театры и культурные центры,1425000000
385,2025,республиканский,9800000000,9400000000.0,400000000.0,налоги,здравоохранение,Южно-Казахстанская область,Министерство здравоохранения РК,9500000000,9400000000,98.9,7,Специализированная медицинская помощь,007-1,Стационарная помощь,4700000000
386,2024,местный,1850000000,1800000000.0,50000000.0,неналоговые,спорт,Костанайская область,Министерство культуры и спорта РК,1820000000,1800000000,98.9,8,Развитие физической культуры и спорта,008-1,Спортивные сооружения,900000000
387,2025,республиканский,6750000000,6500000000.0,250000000.0,налоги,сельское хозяйство,Северо-Казахстанская область,Министерство сельского хозяйства РК,6600000000,6500000000,98.5,9,Развитие агропромышленного комплекса,009-1,Поддержка растениеводства,3250000000
388,2024,местный,4100000000,3950000000.0,150000000.0,налоги,жилищно-коммунальное хозяйство,Павлодарская область,Комитет по делам строительства,4000000000,3950000000,98.8,10,Жилищно-коммунальное хозяйство,010-1,Водоснабжение и канализация,1975000000
389,2025,республиканский,11200000000,10800000000.0,400000000.0,неналоговые,внутренние дела,Восточно-Казахстанская область,Министерство внутренних дел РК,10900000000,10800000000,99.1,11,Обеспечение общественной безопасности,011-1,Охрана общественного порядка,5400000000
390,2024,местный,2600000000,2500000000.0,100000000.0,налоги,экология,Атырауская область,"Министерство экологии, геологии и природных ресурсов РК",2550000000,2500000000,98.0,12,Охрана окружающей среды,012-1,Мониторинг окружающей среды,1250000000
391,2025,республиканский,8900000000,8600000000.0,300000000.0,налоги,энергетика,Мангистауская область,Министерство энергетики РК,8700000000,8600000000,98.9,13,Развитие энергетической системы,013-1,Электроэнергетика,4300000000
392,2024,местный,3400000000,3250000000.0,150000000.0,неналоговые,торговля,Жамбылская область,Министерство торговли и интеграции РК,3300000000,3250000000,98.5,14,Развитие торговли,014-1,Поддержка малого и среднего бизнеса,1625000000
393,2025,республиканский,13500000000,13100000000.0,400000000.0,налоги,оборона,вся территория,Министерство обороны РК,13200000000,13100000000,99.2,15,Оборона страны,015-1,Содержание вооруженных сил,6550000000
394,2024,местный,1950000000,1880000000.0,70000000.0,налоги,информация,Кызылординская область,Министерство информации и общественного развития РК,1900000000,1880000000,98.9,16,Информационная политика,016-1,СМИ и коммуникации,940000000
395,2025,республиканский,7800000000,7500000000.0,300000000.0,неналоговые,туризм,Туркестанская область,Комитет индустрии туризма,7600000000,7500000000,98.7,17,Развитие туризма,017-1,Туристическая инфраструктура,3750000000
396,2024,местный,2750000000,2650000000.0,100000000.0,налоги,молодежная политика,Акмолинская область,Комитет по делам молодежи,2700000000,2650000000,98.1,18,Государственная молодежная политика,018-1,Молодежные программы,1325000000
397,2025,республиканский,10400000000,10000000000.0,400000000.0,налоги,высшее образование,вся территория,Министерство науки и высшего образования РК,10100000000,10000000000,99.0,19,Высшее и послевузовское образование,019-1,Государственные университеты,5000000000
398,2024,местный,1650000000,1580000000.0,70000000.0,неналоговые,гражданская защита,город Шымкент,Комитет по чрезвычайным ситуациям,1600000000,1580000000,98.8,20,Гражданская защита,020-1,Предупреждение и ликвидация ЧС,790000000
399,2025,республиканский,9200000000,8900000000.0,300000000.0,налоги,промышленность,Алматинская область,Министерство индустрии и инфраструктурного развития РК,9000000000,8900000000,98.9,21,Развитие промышленности,021-1,Индустриализация,4450000000
400,2024,местный,3100000000,2980000000.0,120000000.0,налоги,цифровизация,город Алматы,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",3000000000,2980000000,99.3,22,Цифровой Казахстан,022-1,Цифровая инфраструктура,1490000000
401,2025,республиканский,6900000000,6650000000.0,250000000.0,неналоговые,ветеринария,Карагандинская область,Комитет ветеринарного контроля и надзора,6700000000,6650000000,99.3,23,Ветеринарная безопасность,023-1,Профилактика заболеваний животных,3325000000
402,2024,местный,2350000000,2280000000.0,70000000.0,налоги,лесное хозяйство,Восточно-Казахстанская область,Комитет лесного хозяйства и животного мира,2300000000,2280000000,99.1,24,Охрана и защита лесов,024-1,Лесовосстановление,1140000000
403,2025,республиканский,14200000000,13800000000.0,400000000.0,налоги,финансы,вся территория,Министерство финансов РК,13900000000,13800000000,99.3,25,Государственное управление финансами,025-1,Бюджетное планирование,6900000000
404,2024,местный,1750000000,1690000000.0,60000000.0,неналоговые,архивы,Западно-Казахстанская область,Комитет информации,1720000000,1690000000,98.3,26,Архивное дело,026-1,Сохранение архивных документов,845000000
405,2025,республиканский,8600000000,8300000000.0,300000000.0,налоги,геология,Атырауская область,"Министерство экологии, геологии и природных ресурсов РК",8400000000,8300000000,98.8,27,Геологическое изучение недр,027-1,Геологоразведочные работы,4150000000
406,2024,местный,2850000000,2750000000.0,100000000.0,налоги,статистика,Южно-Казахстанская область,Бюро национальной статистики,2800000000,2750000000,98.2,28,Государственная статистика,028-1,Статистические обследования,1375000000
407,2025,республиканский,11800000000,11400000000.0,400000000.0,неналоговые,таможня,вся территория,Комитет государственных доходов,11500000000,11400000000,99.1,29,Таможенное дело,029-1,Таможенный контроль,5700000000
408,2024,местный,1950000000,1880000000.0,70000000.0,налоги,миграция,Костанайская область,Министерство внутренних дел РК,1900000000,1880000000,98.9,30,Миграционная служба,030-1,Регистрация населения,940000000
409,2025,республиканский,7400000000,7150000000.0,250000000.0,налоги,стандартизация,Павлодарская область,Комитет технического регулирования и метрологии,7200000000,7150000000,99.3,31,Техническое регулирование,031-1,Стандартизация и сертификация,3575000000
410,2024,местный,3200000000,3100000000.0,100000000.0,неналоговые,кадастр,Северо-Казахстанская область,Комитет по управлению земельными ресурсами,3150000000,3100000000,98.4,32,Управление земельными ресурсами,032-1,Ведение земельного кадастра,1550000000
411,2025,республиканский,9700000000,9400000000.0,300000000.0,налоги,водные ресурсы,Мангистауская область,Комитет по водным ресурсам,9500000000,9400000000,98.9,33,Управление водными ресурсами,033-1,Водообеспечение,4700000000
412,2024,местный,2450000000,2370000000.0,80000000.0,налоги,религия,Жамбылская область,Комитет по делам религий,2400000000,2370000000,98.8,34,Государственная политика в религиозной сфере,034-1,Межконфессиональное согласие,1185000000
413,2025,республиканский,12600000000,12200000000.0,400000000.0,неналоговые,космос,вся территория,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",12300000000,12200000000,99.2,35,Развитие космической деятельности,035-1,Космический мониторинг,6100000000
414,2024,местный,1850000000,1790000000.0,60000000.0,налоги,интеллектуальная собственность,Кызылординская область,Комитет по правам интеллектуальной собственности,1820000000,1790000000,98.4,36,Защита интеллектуальной собственности,036-1,Патентная деятельность,895000000
415,2025,республиканский,8300000000,8000000000.0,300000000.0,налоги,антимонопольная деятельность,Туркестанская область,Комитет по защите и развитию конкуренции,8100000000,8000000000,98.8,37,Защита конкуренции,037-1,Антимонопольное регулирование,4000000000
416,2024,местный,2950000000,2850000000.0,100000000.0,неналоговые,госзакупки,Акмолинская область,Комитет по государственным закупкам,2900000000,2850000000,98.3,38,Государственные закупки,038-1,Электронные закупки,1425000000
417,2025,республиканский,10900000000,10500000000.0,400000000.0,налоги,регистрация прав,вся территория,Комитет по правам интеллектуальной собственности,10600000000,10500000000,99.1,39,Регистрация прав на недвижимость,039-1,Государственная регистрация,5250000000
418,2024,местный,2150000000,2080000000.0,70000000.0,налоги,госуслуги,город Шымкент,Корпорация «Правительство для граждан»,2100000000,2080000000,99.0,40,Государственные услуги,040-1,Центры обслуживания населения,1040000000
419,2025,республиканский,7800000000,7500000000.0,300000000.0,неналоговые,занятость,Алматинская область,Министерство труда и социальной защиты населения РК,7600000000,7500000000,98.7,41,Содействие занятости,041-1,Программы трудоустройства,3750000000
420,2024,местный,3650000000,3530000000.0,120000000.0,налоги,пенсионное обеспечение,Карагандинская область,Государственная корпорация «Правительство для граждан»,3600000000,3530000000,98.1,42,Пенсионное обеспечение,042-1,Назначение пенсий,1765000000
421,2025,республиканский,9400000000,9100000000.0,300000000.0,налоги,соцвыплаты,Восточно-Казахстанская область,Министерство труда и социальной защиты населения РК,9200000000,9100000000,98.9,43,Социальные выплаты,043-1,Пособия семьям с детьми,4550000000
422,2024,местный,2750000000,2670000000.0,80000000.0,неналоговые,реабилитация,Западно-Казахстанская область,Комитет по делам инвалидов и семьи,2700000000,2670000000,98.9,44,Социальная реабилитация,044-1,Реабилитация инвалидов,1335000000
423,2025,республиканский,11300000000,10900000000.0,400000000.0,налоги,научные исследования,вся территория,Министерство науки и высшего образования РК,11000000000,10900000000,99.1,45,Развитие науки,045-1,Фундаментальные исследования,5450000000
424,2024,местный,1950000000,1890000000.0,60000000.0,налоги,инновации,Атырауская область,"Министерство цифрового развития, инноваций и аэрокосмической промышленности РК",1920000000,1890000000,98.4,46,Инновационное развитие,046-1,Технопарки,945000000
425,2025,республиканский,8700000000,8400000000.0,300000000.0,неналоговые,международное сотрудничество,вся территория,Министерство иностранных дел РК,8500000000,8400000000,98.8,47,Международное сотрудничество,047-1,Дипломатические представительства,4200000000
426,2024,местный,2550000000,2470000000.0,80000000.0,налоги,казначейство,Мангистауская область,Министерство финансов РК,2500000000,2470000000,98.8,48,Казначейское исполнение бюджета,048-1,Кассовое обслуживание,1235000000
427,2025,республиканский,10200000000,9800000000.0,400000000.0,налоги,аудит,Жамбылская область,Счетный комитет по контролю за исполнением республиканского бюджета,9900000000,9800000000,99.0,49,Государственный аудит,049-1,Финансовый контроль,4900000000
428,2024,местный,1750000000,1690000000.0,60000000.0,неналоговые,госимущество,Костанайская область,Комитет государственного имущества,1720000000,1690000000,98.3,50,Управление государственным имуществом,050-1,Приватизация,845000000
429,2025,республиканский,9600000000,9300000000.0,300000000.0,налоги,нацбезопасность,вся территория,Комитет национальной безопасности РК,9400000000,9300000000,98.9,51,Национальная безопасность,051-1,Контрразведывательная деятельность,4650000000
430,2024,местный,3150000000,3050000000.0,100000000.0,налоги,прокуратура,Павлодарская область,Генеральная прокуратура РК,3100000000,3050000000,98.4,52,Прокурорский надзор,052-1,Надзор за законностью,1525000000
431,2025,республиканский,7900000000,7600000000.0,300000000.0,неналоговые,суды,Северо-Казахстанская область,Верховный суд РК,7700000000,7600000000,98.7,53,Судебная система,053-1,Обеспечение правосудия,3800000000
432,2024,местный,2350000000,2280000000.0,70000000.0,налоги,нотариат,Южно-Казахстанская область,Министерство юстиции РК,2300000000,2280000000,99.1,54,Нотариальная деятельность,054-1,Нотариальные услуги,1140000000
433,2025,республиканский,11700000000,11300000000.0,400000000.0,налоги,исполнительная служба,Кызылординская область,Министерство юстиции РК,11400000000,11300000000,99.1,55,Принудительное исполнение,055-1,Исполнение судебных актов,5650000000
434,2024,местный,1850000000,1790000000.0,60000000.0,неналоговые,адвокатура,Туркестанская область,Министерство юстиции РК,1820000000,1790000000,98.4,56,Адвокатская деятельность,056-1,Правовая помощь,895000000
435,2025,республиканский,8500000000,8200000000.0,300000000.0,налоги,медиация,Акмолинская область,Министерство юстиции РК,8300000000,8200000000,98.8,57,Медиация,057-1,Альтернативное разрешение споров,4100000000
436,2024,местный,2650000000,2570000000.0,80000000.0,налоги,загс,город Алматы,Министерство юстиции РК,2600000000,2570000000,98.8,58,Акты гражданского состояния,058-1,Регистрация ЗАГС,1285000000
437,2025,республиканский,10800000000,10400000000.0,400000000.0,неналоговые,правовая статистика,вся территория,Комитет правовой статистики и специальных учетов,10500000000,10400000000,99.0,59,Правовая статистика,059-1,Учет правонарушений,5200000000
438,2024,местный,1950000000,1890000000.0,60000000.0,налоги,уголовно-исполнительная система,Карагандинская область,Комитет уголовно-исполнительной системы,1920000000,1890000000,98.4,60,Исполнение наказаний,060-1,Содержание осужденных,945000000
439,2025,республиканский,9100000000,8800000000.0,300000000.0,налоги,антикоррупционная служба,Восточно-Казахстанская область,Антикоррупционная служба РК,8900000000,8800000000,98.9,61,Противодействие коррупции,061-1,Антикоррупционная деятельность,4400000000
440,2024,местный,2750000000,2670000000.0,80000000.0,неналоговые,финансовая разведка,Западно-Казахстанская область,Комитет финансового мониторинга,2700000000,2670000000,98.9,62,Финансовый мониторинг,062-1,Противодействие легализации доходов,1335000000
441,2025,республиканский,7600000000,7300000000.0,300000000.0,налоги,госслужба,Атырауская область,Агентство по делам государственной службы,7400000000,7300000000,98.6,63,Государственная служба,063-1,Управление госслужбой,3650000000
